"Id","Title","Time","Description","Link","ClusteredNumber","Category"
"171","Graeme Souness’s careless comments meant his point got lost in translation | Barney Ronay","1660978540000","The TV pundit’s clumsy discussion of a ‘man’s game’ obscured an interesting observation about the theatre of aggressionIt is one of the most reliable features of modern life that any piece of news, no matter how banal, must inspire an instant and violently polarised public response.In its simplest form this boils down to the standard opposition of snowflakes and gammons. These are familiar, comforting categories by now. The snowflake is cloyingly pure, but also fragile, wet, melty and cold. The gammon is empurpled, stubborn, salty and thick with gristle. Both come with their own discrete areas of concern, left versus right, old versus young, furiously angry versus angrily furious. Continue reading...","https://www.theguardian.com/football/blog/2022/aug/20/graeme-souness-mans-game-comments-chelsea-spurs","105","SPORTS"
"172","The Deshaun Watson outcome shows women where they stand in the NFL’s eyes","1660913280000","That Watson is allowed to take the field this season is frankly horrifying and an affront to Browns fans with a moral compassDuring a ping-pong of mostly diversions and contradictions in press conferences following the NFL’s 11-game settlement with Deshaun Watson, Browns co-owner Jimmy Haslam allowed the truth to slip.Haslam, squirmy and unable to make eye contact with reporters, was in the midst of answering a question about Watson’s deviant behavior when he added, “It’s important to remember that Deshaun is only 26 and is a high-level quarterback.”  Continue reading...","https://www.theguardian.com/sport/2022/aug/19/deshaun-watson-suspension-reaction-cleveland-browns","106","SPORTS"
"173","As South Africa’s Test fortunes wax, interest in five-day format wanes","1661065203000","Dean Elgar’s side may be the world’s best but they’re losing the battle back home to preserve the longest form of cricketThe last day of the Test stretched on long after England’s batsmen had been and gone. When the presentations were finished, the interviews wrapped, the hoardings packed, the crowd still lingered in the stands with nothing better to do on a free sunny afternoon than ask each other: “Who fancies another?”I passed three men sprawled in the front row of the Mound Stand, all in linen suits, one with his loafers up on the boundary boards. “Excuse me,” he called out as I walked around the outfield, “but what happens now?” I wondered what he was talking about. “Is there going to be some music or something?” Continue reading...","https://www.theguardian.com/sport/blog/2022/aug/21/south-africa-england-test-series-lords-first-test","107","SPORTS"
"174","Fernando Tatis Jr. Says He Will Work to Repair His Image","1661297066000","Fernando Tatis Jr. of the San Diego Padres apologized for testing positive for a steroid but avoided a question about his previous excuse. “I have let so many people down.”","https://www.nytimes.com/2022/08/23/sports/baseball/fernando-tatis-padres.html","108","SPORTS"
"175","Why does Yankees Rookie Oswaldo Cabrera Wear a Pearl Necklace?","1661302622000","Oswaldo Cabrera has had highlights at multiple positions in his first week in the majors. The only constants have been his enthusiasm and his atypical accessory.","https://www.nytimes.com/2022/08/23/sports/baseball/oswaldo-cabrera-yankees-necklace.html","109","SPORTS"
"176","Kevin Durant and Nets Call Truce After Trade Request","1661292561000","Nearly two months after Durant made a trade request with four years left on his contract, he and the Nets appear to have reconciled their differences heading into the 2022-23 season.","https://www.nytimes.com/2022/08/23/sports/kevin-durant-nets-trade-request.html","110","SPORTS"
"177","From Block Island to Montauk Through Sharks, Currents and Cramps","1661300487000","Lori King of Long Island finished a nearly 24-mile trip in 8 hours 39 minutes 45 seconds. Once her swim is certified, King will be recognized as the first person to complete the journey.","https://www.nytimes.com/2022/08/23/sports/marathon-swim-block-island-montauk.html","111","SPORTS"
"178","The N.C.A.A. Champion Ben Shelton Is Turning Pro. He Already Has a Big Win.","1661266812000","A valiant effort against John Isner and two wins at a Masters 1000 event helped persuade Ben Shelton to leave the University of Florida, where his father was his coach.","https://www.nytimes.com/2022/08/23/sports/tennis/ben-shelton-us-open.html","112","SPORTS"
"179","Could Albert Pujols Get to 700 Home Runs?","1661255313000","Albert Pujols was hitting .189 on July 4. Since then, he has hit .413 with 10 home runs. Could he join a club only occupied by Barry Bonds, Hank Aaron and Babe Ruth?","https://www.nytimes.com/2022/08/22/sports/baseball/albert-pujols-700-homers.html","113","SPORTS"
"180","Soccer’s Return to Ukraine Is Marred by Broken Contracts and Bad Faith","1661144414000","European soccer offered support to Ukrainian teams when Russia invaded the country. Now, as rivals bargain shop in wartime, one top club says the sense of solidarity is gone.","https://www.nytimes.com/2022/08/22/sports/soccer/ukraine-soccer-premier-league-returns.html","114","SPORTS"
"181","A Surprising Year Could Culminate in a Surprising U.S. Open","1661190548000","Two unseeded players won in a big U.S. Open warm-up tournament, another unexpected result in an odd tennis season.","https://www.nytimes.com/2022/08/22/sports/tennis/us-open-men-women.html","115","SPORTS"
"182","Serena Williams Brought New Fans to Tennis. Are You One of Them?","1661140866000","Part of Williams’s legacy can be seen in the stands of her matches, where the spectators are among tennis’s most diverse.","https://www.nytimes.com/2022/08/22/sports/tennis/serena-williams-fans.html","116","SPORTS"
"183","Aaron Judge Home Run Tracker: No. 48 Travels 453 Feet","1661301691000","Judge, the slugging Yankee outfielder, is having an incredible year. We are tracking his pursuit of other Yankees greats.","https://www.nytimes.com/article/aaron-judge-home-runs.html","117","SPORTS"
"184","Usyk’s Heavyweight Win Sets Up Fury Showdown or More Boxing Messiness","1661104517000","Oleksandr Usyk beat Anthony Joshua and dedicated his fight to Ukraine, his home country at war with Russia. He wants to fight Tyson Fury, who looms as a retired champion with unclear plans.","https://www.nytimes.com/2022/08/21/sports/usyk-joshua-heavyweight-fury-ukraine.html","118","SPORTS"
"185","Coming Soon to an American Cliff Near You: ‘Via Ferrata’ Routes","1661158827000","Long popular in Europe, the beginner-friendly climbing routes are being installed on peaks and in gorges across the United States. Here are six to try now.","https://www.nytimes.com/2022/08/22/travel/via-ferratas-in-america.html","119","SPORTS"
"186","Slumping Yankees Must Face Mets Aces in Subway Series","1661166855000","After avoiding a sweep against Alek Manoah and Toronto, the Yankees are scheduled to face the Mets’ Max Scherzer and possibly Jacob deGrom.","https://www.nytimes.com/2022/08/21/sports/baseball/yankees-mets-subway-series-scherzer-degrom.html","120","SPORTS"
"187","As Paul O’Neill’s No. 21 Is Retired, One Last Kick of a Water Cooler","1661126652000","The Yankees retired O’Neill’s jersey number in a ceremony restricted by Covid precautions, and the team honored him with a 4-2 win.","https://www.nytimes.com/2022/08/21/sports/baseball/yankees-paul-oneill-number-retirement.html","121","SPORTS"
"188","Tom Weiskopf, British Open Winner and Golf Course Designer, Dies at 79","1661120603000","A four-time runner-up at the Masters, he won 16 PGA Tour events starting in the late 1960s and later became a television commentator.","https://www.nytimes.com/2022/08/21/sports/golf/tom-weiskopf-dead.html","122","SPORTS"
"189","Running 200 Miles With Some Very Close Friends","1661101445000","Long-distance relay races bring together an eclectic group of runners in road racing’s equivalent of Van Life.","https://www.nytimes.com/2022/08/21/sports/ragnar-hood-to-coast.html","123","SPORTS"
"190","Kahleah Copper Leads Sky in Rout of Liberty in Game 2","1661035592000","The Liberty stunned Chicago in Game 1, then the Sky returned the favor with a record-setting win in Game 2.","https://www.nytimes.com/2022/08/20/sports/basketball/kahleah-copper-chicago-sky-liberty-wnba.html","124","SPORTS"
"191","Pickleball, Sport of the Future Injury?","1661192282000","It’s all fun and games till you strain your Achilles’ tendon, herniate a disc or do a face-plant in the Kitchen.","https://www.nytimes.com/2022/08/20/health/pickleball-sports-injury.html","125","SPORTS"
"192","Sylvia Fowles Wants to See Who She Can Be Without Basketball","1660953675000","Fowles, who played through pain in her final season with the Lynx, said she wanted to “step away and debrief a little bit.”","https://www.nytimes.com/2022/08/19/sports/basketball/wnba-sylvia-fowles-retirement-minnesota-lynx.html","126","SPORTS"
"193","A heavyweight rematch is a chance for a surprise champion to get the world to focus on Ukraine.","1660983570000","","https://www.nytimes.com/2022/08/20/sports/a-heavyweight-rematch-is-a-chance-for-a-surprise-champion-to-get-the-world-to-focus-on-ukraine.html","127","SPORTS"
"194","Real Madrid and Other Elite Clubs Await Champions League Draw in Istanbul","1661323534030","Champions League group stage draw for this season to be made in Istanbul on Thursday (August 26)","https://www.news18.com/news/football/real-madrid-and-other-elite-clubs-await-champions-league-draw-in-istanbul-5811253.html","128","SPORTS"
"195","Wimbledon Champion Petra Kvitova Gets Engaged To Coach Jiri Vanek","1661322233030","Two-time Wimbledon champion Petra Kvitova gets engaged to her coach Jiri Vanek at the All England Lawn Tennis Club","https://www.news18.com/news/sports/wimbledon-champion-petra-kvitova-gets-engaged-to-coach-jiri-vanek-5810851.html","129","SPORTS"
"196","Durand Cup: Bengaluru FC Allege Racial Abuse of One of Its Players in A Match","1661320236030","Bengaluru FC has raised the racial abuse issue with the &quot;relevant authorities&quot;. They said that the alleged incident took place at the Kishore Bharati Krirangan during its match against Indian Air Force ","https://www.news18.com/news/football/durand-cup-bengaluru-fc-allege-racial-abuse-of-one-of-its-players-in-a-match-5810683.html","130","SPORTS"
"197","'I Will Never Retire...'- Serena Williams Claims To Continue Her Involvement With Tennis","1661319480030","Serena Williams said that she &quot;will always have some sort of involvement&quot; in tennis before moving to US Open, the final Grand Slam of her career ","https://www.news18.com/news/sports/i-will-never-retire-serena-williams-claims-to-continue-her-involvement-with-tennis-5810587.html","131","SPORTS"
"198","If Novak Djokovic is Unable to Compete at U.S. Open, Then 'It's A Joke': John McEnroe","1661318903030","Four-times U.S. Open winner John McEnroe said that the idea that unvaccinated Novak Djokovic &quot;can't travel here to play, to me is a joke&quot;","https://www.news18.com/news/sports/if-novak-djokovic-is-unable-to-compete-at-u-s-open-then-its-a-joke-john-mcenroe-5810497.html","132","SPORTS"
"199","Benfica Cruise into Champions League Group Stage with Dynamo Kiev Win","1661317842030","Benfica defeated Dynamo Kiev 3-0 to reach the Champions League group stage in Lisbon ","https://www.news18.com/news/football/benfica-cruise-into-champions-league-group-stage-with-dynamo-kiev-win-5810449.html","133","SPORTS"
"200","West Ham United Sign Defender Emerson Palmieri from Chelsea","1661316893030","West Ham United sign left back Emerson Palmieri from Chelsea on a four-year contract","https://www.news18.com/news/football/west-ham-united-sign-defender-emerson-palmieri-from-chelsea-5810305.html","134","SPORTS"
"201","Grigor Dimitrov Retires Against Dominic Thiem in Winston-Salem Open","1661316222030","Grigor Dimitrov came out strong but feeling too unwell to continue, he was forced to retire from the match against Dominic Thiem, sending the Austrian into the Round of 16","https://www.news18.com/news/sports/grigor-dimitrov-retires-against-dominic-thiem-in-winston-salem-open-5810245.html","135","SPORTS"
"202","Sania Mirza Puts Retirement Plans on Hold After Pulling Out of US Open With Tendon Injury","1661311464030","Sania Mirza puts hold on retirement plans after pulling out of the US Open 2022 due to a tendon injury in her forearm","https://www.news18.com/news/sports/sania-mirza-puts-retirement-plans-on-hold-after-pulling-out-of-us-open-with-tendon-injury-5809669.html","136","SPORTS"
"203","BWF World Championships: China's Shi Yuqi Beats Rasmus Gemke To Sail into Last 16","1661310340030","China's Shi Yuqi beats 11th seed Rasmus Gemke 21-13, and 21-16 to reach the last 16 at the World Badminton Championships","https://www.news18.com/news/sports/bwf-world-championships-chinas-shi-yuqi-beats-rasmus-gemke-to-sail-into-last-16-5809561.html","137","SPORTS"
"204","Ultimate Kho Kho: Chennai Quick Guns Clinch Hat-trick of Wins; Telugu Yoddhas Claim Top Spot","1661305569030","Chennai Quick guns beat Gujarat Giants by 2 points in a thrilling game while Telugu Yoddhas edge past Mumbai Khiladis by 12 points.","https://www.news18.com/news/sports/ultimate-kho-kho-chennai-quick-guns-clinch-hat-trick-of-wins-telugu-yoddhas-claim-top-spot-5809399.html","138","SPORTS"
"205","Attempt to Tarnish My Image, IOA Treasurer Dismisses Allegations of Sexual Misconduct","1661273178030","Anandeshwar Pandey said that somebody has maliciously circulated the morphed picture to tarnish his image","https://www.news18.com/news/sports/attempt-to-tarnish-my-image-ioa-treasurer-dismisses-allegations-of-sexual-misconduct-5809153.html","139","SPORTS"
"206","Antoine Griezmann's Lack of Match-time at Atletico Madrid Creates Headache for Barcelona","1661270676030","Barcelona believe that Atletico Madrid are intentionally benching Antoine Griezmann in order to avoid buying him","https://www.news18.com/news/football/antoine-griezmanns-lack-of-match-time-at-atletico-madrid-creates-headache-for-barcelona-5808121.html","140","SPORTS"
"207","Actor Tom Hardy Wins Double Gold at Jiu-Jitsu Championship","1661270303030","Tom Hardy is not a newbie to the sport and he currently possesses a blue belt in Jiu-Jitsu","https://www.news18.com/news/sports/actor-tom-hardy-wins-double-gold-at-jiu-jitsu-championship-5807995.html","141","SPORTS"
"208","Tyson Fury Set to Face Oleksandr Usyk for Prestigious Unification Fight","1661269711030","Tyson Fury and Oleksandr Usyk will face each other in a power-packed encounter as they will reportedly fight for the undisputed heavyweight title","https://www.news18.com/news/sports/tyson-fury-set-to-face-oleksandr-usyk-for-prestigious-unification-fight-5806165.html","142","SPORTS"
"209","Watch: Anthony Joshua's Heated Post-match Conversation with Oleksandr Usyk","1661269354030","Here's what was said between Anthony Joshua and Oleksandr Usyk in the ring after the bout","https://www.news18.com/news/sports/watch-anthony-joshuas-heated-post-match-conversation-with-oleksandr-usyk-5807095.html","143","SPORTS"
"210","Pakistan Army to Provide Troops to Qatar for FIFA World Cup Security","1661268421030","Shehbaz Sharif is scheduled for his first visit to Qatar as the prime minister of Pakistan at the invitation of Sheikh Tamim bin Hamad Al Thani, the Emir of Qatar","https://www.news18.com/news/football/pakistan-army-to-provide-troops-to-qatar-for-fifa-world-cup-security-5809003.html","144","SPORTS"
"211","National Trials: Sarabjot Singh Wins T6 Air Pistol, Naved Tops in Junior Men's Event","1661266575030","Sarabjot Singh beat Dharmendra Singh Gaharwar 17-15 in a closely fought gold medal clash to win the Men's 10m Air Pistol T6 trials","https://www.news18.com/news/sports/national-trials-sarabjot-singh-wins-t6-air-pistol-naved-tops-in-junior-mens-event-5808907.html","145","SPORTS"
"212","Cristiano Ronaldo Has Manchester United Future Despite Liverpool Axe: Erik ten Hag","1661263223030","Manchester United looked far more dynamic without Cristiano Ronaldo as they stunned Liverpool to end a dismal run of two successive defeats at the start of the Premier League season","https://www.news18.com/news/football/cristiano-ronaldo-has-manchester-united-future-despite-liverpool-axe-erik-ten-hag-5808559.html","146","SPORTS"
"213","Muhammed Nemil Aiming for More First-team Action after Sizzling Start to Durand Cup Campaign","1661262255030","Muhammed Nemil is hopeful that he will be given more time to work with the FC Goa first team in the upcoming ISL season","https://www.news18.com/news/football/muhammed-nemil-aiming-for-more-first-team-action-after-sizzling-start-to-durand-cup-campaign-5808421.html","147","SPORTS"
"214","Thailand Para Badminton: Manisha Ramadass, Mandeep Kaur Register Impressive Wins as India Win 17 Medals","1661261538030","The Indian contingent won 17 medals including four gold at the Thailand Para-Badminton International 2022","https://www.news18.com/news/sports/thailand-para-badminton-manisha-ramadass-mandeep-kaur-register-impressive-wins-as-india-win-17-medals-5808169.html","148","SPORTS"
"215","Novak Djokovic Will Not Play in US Open, Indicates His Official Website","1661260337030","Novak Djokovic, according to his official website, will miss the US Open","https://www.news18.com/news/sports/novak-djokovic-will-not-play-in-us-open-indicates-his-official-website-5807977.html","149","SPORTS"
"216","Durand Cup: Odisha FC Beat Kerala Blasters 2-0 to Secure Second Win","1661258743030","Issac Vanmalsawma and Saul Pedro scored the goals as Odisha FC defeated Kerala Blaster 2-0 in the Durand Cup","https://www.news18.com/news/football/durand-cup-odisha-fc-beat-kerala-blasters-2-0-to-secure-second-win-5807707.html","150","SPORTS"
"217","Chennai Open: Ankita Raina Given Wild Card Entry in Women's Singles Draw","1661258020030","Ankita Raina and Eugenie Bouchard were given wildcard entries in the women's singles draw and Sharmada Balu and Riya Bhatia for the doubles at Chennai Open","https://www.news18.com/news/sports/chennai-open-ankita-raina-given-wild-card-entry-in-womens-singles-draw-5807671.html","151","SPORTS"
"218","Chennai Open: Ankita Raina given wild card entry in women's singles draw","1661265495000","""The wildcards for the 32-player singles main draw have been given to Eugenie Bouchard and Ankita Raina. The two other (wildcards) to be given to anyone in the top-20 willing to come and play here,"" TNTA president and former Indian tennis player Vijay Amritraj informed at a press conference.","https://www.hindustantimes.com/sports/others/chennai-open-india-s-ankita-raina-given-wild-card-entry-in-women-s-singles-draw-101661264991378.html","151","SPORTS"
"219","FIH Announces Pro League Venues for Upcoming Season; Rourkela Added as Second Indian Host City","1661254936030","A brand new stadium has been built in Rourkela to host some of the matches of the FIH men's World Cup","https://www.news18.com/news/sports/fih-announces-pro-league-venues-for-upcoming-season-rourkela-added-as-second-indian-host-city-5807005.html","152","SPORTS"
"220","Sports Ministry Funds Bajrang Punia, Deepak Punia's World Championships Preparations in US","1661254460030","Bajrang and Deepak are accompanied by coach Sujeet Mann, and physiotherapist Anand Kumar who will join them in a few days, on a 19-day travel-and-training plan in Michigan. The wrestlers will travel to Belgrade directly from the USA","https://www.news18.com/news/sports/sports-ministry-funds-bajrang-punia-deepak-punias-world-championships-preparations-in-us-5806921.html","153","SPORTS"
"221","Swiss League Fines Lucerne Goalkeeper Marius Müller for Using 'Gay' as Insult","1661254016030","Müller was fined 2,000 Swiss francs for using the word “gay” as an insult in a post-game interview. The statement had not targeted a player, referee or spectator at the stadium, the league said, “but rather expressed frustration” at his teammates’ inadequate defensive work","https://www.news18.com/news/football/swiss-league-fines-lucerne-goalkeeper-marius-muller-for-using-gay-as-insult-5806801.html","154","SPORTS"
"222","Coco Gauff to Play in Auckland as ASB Classic Tournament Returns","1661252884030","Gauff will start her 2023 season at the Auckland tournament, which is a warm-up for the Australian Open in Melbourne. Serena Williams won the 2020 women's singles title in Auckland just before the start of the pandemic","https://www.news18.com/news/sports/coco-gauff-to-play-in-auckland-as-asb-classic-tournament-returns-5806633.html","155","SPORTS"
"223","Boxing Legend Mary Kom Undergoes ACL Surgery","1661251149030","Mary Kom had torn her ACL when she twisted her knee in the first few minutes of her Commonwealth Games selection trials","https://www.news18.com/news/sports/boxing-legend-mary-kom-undergoes-acl-surgery-5806453.html","156","SPORTS"
"224","Premier League: Cristiano Ronaldo Snubs Jamie Carragher, Raphael Varane Spears Luis Diaz as Manchester United Shock Liverpool","1661250203030","The presenters and fans watching had a good laugh at Ronaldo blanking Carragher as jokes at the expense of the former Liverpool player came in fast and hard after he was snubbed by the Portuguese player before kick-off","https://www.news18.com/news/football/premier-league-cristiano-ronaldo-snubs-jamie-carragher-raphael-varane-spears-luis-diaz-as-manchester-united-shock-liverpool-5805817.html","157","SPORTS"
"225","WWE RAW Results: Edge Marks Glorious Homecoming, Crushes Damien Priest","1661248650030","Spear-King Edge defeated his former associate Damian Priest on the Monday Night RAW ","https://www.news18.com/news/sports/wwe-raw-results-edge-marks-glorious-homecoming-crushes-damien-priest-5803837.html","158","SPORTS"
"226","Odisha FC vs Kerala Blasters Live Streaming, Bengaluru FC vs Indian Air Force Live streaming: When and Where to Watch Durand cup 2023 Live Coverage on Live TV Online","1661248257030","Here you can get all the details as to When, Where, and How you can watch the Durand Cup between Odisha FC and Kerala Blasters Live Streaming, Bengaluru FC and Indian Air Force Live streaming","https://www.news18.com/news/football/odisha-vs-kerala-blasters-live-streaming-bengaluru-fc-vs-indian-air-force-live-streaming-when-and-where-to-watch-durand-cup-2023match-live-coverage-on-live-tv-online-5805475.html","159","SPORTS"
"227","Leeds vs Chelsea Live Streaming: When and Where to Watch EPL 2022-23 Live Coverage on Live TV Online","1661074238030","Leeds United and Chelsea will clash at the Elland Road Stadium on Sunday, August 21, in the English Premier League. Both clubs are unbeaten heading into the third game week of the season","https://www.news18.com/news/football/leeds-vs-chelsea-live-streaming-when-and-where-to-watch-epl-2022-23-match-live-coverage-on-live-tv-online-5788885.html","159","SPORTS"
"228","Celta Vigo vs Real Madrid Live Streaming: When and Where to Watch La Liga 2022-2 Live Coverage on Live TV Online","1661013004030","Celta Vigo will be determined to clinch their first victory in the La Liga as they prepare for a stern test against defending champions Real Madrid. The match between Celta Vigo and Real Madrid will be played at the Balaidos","https://www.news18.com/news/football/celta-vigo-vs-real-madrid-live-streaming-when-and-where-to-watch-la-liga-2022-23-match-live-coverage-on-live-tv-online-5789011.html","159","SPORTS"
"229","Inter Milan vs Spezia Live Streaming: When and Where to Watch Serie A 2022-23 Live Coverage on Live TV Online","1661011206030","After kicking off their Serie A campaign on a winning note, Spezia will face a sterner test in their next match. Coach Luca Gotti knows that it will not be an easy task as his players will be up against mighty Inter Milan in the upcoming encounter. The match between Inter Milan and Spezia will be played on Sunday at the San Siro in Milan","https://www.news18.com/news/football/inter-milan-vs-spezia-live-streaming-when-and-where-to-watch-serie-a-2022-23-match-live-coverage-on-live-tv-online-5790283.html","159","SPORTS"
"230","Bournemouth vs Arsenal Live Streaming: When and Where to Watch EPL 2022-23 Live Coverage on Live TV Online","1661002220030","The Gunners, come into the fixture, after claiming a convincing 4-2 win against Leicester City in their last game. The London giants had kicked off their Premier League journey with a 0-2 victory against Crystal Palace","https://www.news18.com/news/football/bournemouth-vs-arsenal-live-streaming-when-and-where-to-watch-epl-2022-23-match-live-coverage-on-live-tv-online-5787637.html","159","SPORTS"
"231","Borussia Dortmund vs Werder Bremen Live Streaming: When and Where to Watch Bundesliga 2022-23 Live Coverage on Live TV Online","1660991449030","Borussia Dortmund will try to carry forward their winning momentum as they are set to face Werder Bremen in the Bundesliga. The match between Borussia Dortmund and Werder Bremen is slated to be played at the Signal Iduna Park","https://www.news18.com/news/football/borussia-dortmund-vs-werder-bremen-live-streaming-when-and-where-to-watch-bundesliga-2022-23-match-live-coverage-on-live-tv-online-5788351.html","159","SPORTS"
"232","Tottenham Hotspur vs Wolverhampton Wanderers Live Streaming: How to Watch Premier League 2022-23 Coverage on TV And Online","1660973433030","Here you will get the details as to when and where to watch the live streaming of the Premier League match between Tottenham Hotspur and Wolves","https://www.news18.com/news/football/tottenham-hotspur-vs-wolverhampton-wanderers-live-streaming-how-to-watch-premier-league-2022-23-coverage-on-tv-and-online-5781775.html","159","SPORTS"
"233","IND vs ZIM 3rd ODI Live Streaming: When and where to watch match live?","1661139046000","","https://indianexpress.com/article/sports/cricket/india-vs-zimbabwe-3rd-odi-live-streaming-date-time-ist-tv-channels-8103262/","159","SPORTS"
"234","IND vs ZIM 2nd ODI Live Streaming Details: When and Where to watch","1660968830000","","https://indianexpress.com/article/sports/cricket/ind-vs-zim-2nd-odi-live-streaming-details-when-and-where-to-watch-8100815/","159","SPORTS"
"235","West Indies vs New Zealand 2nd ODI Live Streaming: When and where to watch","1660894827000","","https://indianexpress.com/article/sports/cricket/west-indies-vs-new-zealand-2nd-odi-live-streaming-when-and-where-to-watch-8099310/","159","SPORTS"
"236","Real Sociedad vs FC Barcelona Live Streaming: When and Where to Watch LA LIGA 2022-23 Live Coverage on Live TV Online","1661099439030","FC Barcelona will be up against Real Sociedad in La Liga Santander on August 21 at the Estadio Anoeta. In the opening weekend, Barcelona was held to a 0-0 draw at home by Rayo Vallecano, while Real Sociedad defeated Cadiz comfortably by a 1-0 score line","https://www.news18.com/news/football/fc-barcelona-vs-real-sociedad-live-streaming-when-and-where-to-watch-la-liga-2022-23-match-live-coverage-on-live-tv-online-5790703.html","159","SPORTS"
"237","LOSC Lille vs PSG Live Streaming: When and Where to Watch Ligue 1 2022-23 Live Coverage on Live TV Online","1661095806030","Paris Saint-Germain will travel to the Stade Pierre Mauroy to take on Lille on Monday, August 21. The reigning champions will be hoping to bag their third consecutive win in the new Ligue 1 season","https://www.news18.com/news/football/psg-vs-lille-fc-live-streaming-when-and-where-to-watch-ligue-1-match-live-coverage-on-live-tv-online-5791051.html","159","SPORTS"
"238","Atalanta vs AC Milan Live Streaming: When and Where to Watch Serie A 2022-23 Live Coverage on Live TV Online","1661095804030","The defending champions next face a buoyant Atalanta on Monday. The match between Atalanta and AC Milan will be played at the Gewiss Stadium in Bergamo","https://www.news18.com/news/football/atalanta-vs-ac-milan-live-streaming-when-and-where-to-watch-serie-a-2022-23-match-live-coverage-on-live-tv-online-5790997.html","159","SPORTS"
"239","Newcastle vs Manchester City Live Streaming: When and Where to Watch EPL 2022-23 Live Coverage on Live TV Online","1661085021030","Defending Champions Manchester City will travel to St James' Park on Sunday to face Newcastle United in the English Premier League. Pep Guardiola and his side will hope to continue their unbeaten run with another victory against Newcastle","https://www.news18.com/news/football/newcastle-vs-manchester-city-live-streaming-when-and-where-to-watch-epl-2022-23-match-live-coverage-on-live-tv-online-5789149.html","159","SPORTS"
"240","VFL Bochum vs Bayern Munich Live Streaming: When and Where to Watch Bundesliga 2022-23 Live Coverage on Live TV Online","1661085017030","A depleted VFL Bochum will seek a much-needed victory to get on the winning track in Bundesliga. Manager Thomas Reis knows that it will not be an easy task as his team are set to host Bayern Munich in the next encounter on Sunday","https://www.news18.com/news/football/vfl-bochum-vs-bayern-munich-live-streaming-when-and-where-to-watch-bundesliga-2022-23-match-live-coverage-on-live-tv-online-5791195.html","159","SPORTS"
"241","Jurgen Klopp Plays Down 'Animated' Post-match Conversation with Bruno Fernandes","1661247245030","Footage has now gone viral in which Liverpool boss Jurgen Klopp can be seen in an animated conversation with Manchester United’s Bruno Fernandes ","https://www.news18.com/news/football/jurgen-klopp-plays-down-animated-post-match-conversation-with-bruno-fernandes-5803789.html","160","SPORTS"
"242","Chess Prodigy Praggnanandhaa Leading a 'Chess Ascetic's' Life","1661244227030","Sporting the sacred ash on his forehead, Praggnanandhaa makes his first move after praying to the Almighty","https://www.news18.com/news/sports/chess-prodigy-praggnanandhaa-leading-a-chess-ascetics-life-5805403.html","161","SPORTS"
"243","61st Edition of Subrato Cup International Football Tournament to Resume after Two Year Gap","1661243665030","The 61st edition of the Subrato Cup returns after a gap of two years due to the Covid 19 pandemic and will be held as usual in New Delhi from 6th September to 13th October 2022","https://www.news18.com/news/football/61st-edition-of-subrato-cup-international-football-tournament-to-resume-after-two-year-gap-5805157.html","162","SPORTS"
"244","AIFF Elections to be Held on September 2, Nominations to be Filed From Thursday","1661242104030","The Supreme Court on Monday terminated the Committee of Administrator (CoA), as demanded by the world governing body FIFA, and pushed back the AIFF election by a week","https://www.news18.com/news/football/aiff-elections-to-be-held-on-september-2-nominations-to-be-filed-from-thursday-5804995.html","163","SPORTS"
"245"," AIFF Elections: Bhaichung Bhutia files nomination for president's post ","1660909557030","     Bhaichung Bhutia files nomination for AIFF president's post"," https://www.indiatoday.in/sports/football/story/aiff-elections-bhaichung-bhutia-files-nomination-for-president-s-post-1990073-2022-08-19?utm_source=rss ","163","SPORTS"
"246","Bhaichung Bhutia files nomination for AIFF president’s post","1660917682000","","https://indianexpress.com/article/sports/football/bhaichung-bhutia-files-nomination-for-aiff-presidents-post-8100237/","163","SPORTS"
"247","AIFF elections on September 2, nomination to be filed from Thursday","1661235453000","After the Supreme Court terminated the CoA and pushed back AIFF elections by a week, the returning officer Umesh Sinha issued a fresh notice.","https://www.hindustantimes.com/sports/football/aiff-elections-on-september-2-nomination-to-be-filed-from-thursday-101661235231050.html","163","SPORTS"
"248","A Comprehensive History of India at the Badminton World Championships","1661240828030","In the world championships 2022 at Tokyo, 26 players have qualified to play the championships, and along with some 14 support staff, this is a huge contingent, by any standards. It also indicates that Indian Badminton has come of age","https://www.news18.com/news/sports/a-comprehensive-history-of-india-at-the-badminton-world-championships-5804593.html","164","SPORTS"
"249","Transfer News: Manchester United Complete Signing of Casemiro From Real Madrid","1661237354030","The 30-year-old, who joins for a fee that could reportedly rise to 70 million euros, was unveiled before the Old Trafford crowd ahead of United’s game against Liverpool","https://www.news18.com/news/football/transfer-news-manchester-united-complete-signing-of-casemiro-from-real-madrid-5803627.html","165","SPORTS"
"250","Manchester United Sign Real Madrid Midfielder Casemiro","1660971325030","Manchester United sign Real Madrid midfielder Casemiro after failing to sign Barcelona's Frenkie de Jong","https://www.news18.com/news/football/manchester-united-sign-real-madrid-midfielder-casemiro-5786647.html","165","SPORTS"
"251"," Manchester United-bound Casemiro bids farewell to Real Madrid: Greatest honour was to come here to work ","1661186996030","     Manchester United-bound Casemiro bids emotional farewell to Real Madrid"," https://www.indiatoday.in/sports/football/story/manchester-united-bound-casemiro-bids-farewell-to-real-madrid-greatest-honour-was-to-come-here-to-work-1991251-2022-08-22?utm_source=rss ","165","SPORTS"
