"Id","Title","Time","Description","Link","ClusteredNumber","Category"
"84","Travis Scott review – fireworks and lasers announce rapper’s post-Astroworld comeback","1659888013000","O2 Arena, LondonNine months after the tragic Houston concert, Scott is back in front of a huge crowd – and almost overshadowed by his own pyrotechnicsTravis Scott is known for his boundless energy in live performances, and the pure chaos he invokes in his crowds – there’s a reason his fans are known as the “ragers”. This is the Houston rapper’s first big headline performance since 2021’s Astroworld festival – an event founded by Scott – where a fatal crowd crush resulted in the accidental deaths of 10 people and hundreds of injuries. It’s clear the incident affected him. During a supporting slot for Meek Mill in New York earlier this year, Scott stopped mid-show when an audience member climbed up on the lighting rig. It was a striking moment, because even a year ago, he might not have called out this kind of behaviour.Sometimes known as La Flame, the rapper is very excited tonight: he shouts out his daughter, Stormy, and runs around the stage, limbs flailing in zigzags, every now and again flopping his body down with his arms grazing the ground, like a tired robot (an image enhanced by his aesthetic choices: he wears a futuristic-looking pair of white goggles with tiny slits). He comes down into the crowd, and even throws his jacket into the audience; by the end of the set, he is of course shirtless. Continue reading...","https://www.theguardian.com/music/2022/aug/07/travis-scott-review-fireworks-and-lasers-announce-rappers-post-astroworld-comeback","76","ENTERTAINMENT"
"85","Cambridge Folk festival review – a safe but charming return","1659433562000","Cherry Hinton, CambridgeCrowd favourites Billy Bragg, Suzanne Vega and Gipsy Kings share the bill with some daring international bookings for the festival’s contented returnDeep into his Sunday night main stage set, Billy Bragg is halfway through one of his oldest hits, Greetings to the New Brunette, when an ecstatic roar spreads rapidly through the crowd, all the way back to the food stands: the England women’s football team have won the Euros final. It’s no disturbance to Bragg – on the contrary, he’s been receiving constant updates on the match throughout his set. Whooping and yelling, he immediately leads the audience in a rousing rendition of Jerusalem. Having already ranted passionately about trans rights, global warming and male violence, he expounds on why we should all rejoice in England’s win.It’s an apt microcosm of a thoroughly good-natured event. Cambridge Folk festival is essentially celebrating its very survival after the pandemic, and the audience flocks to tai chi and willow-weaving workshops to discover, with no small sense of relief, that the easy charm that has sustained this compact festival for 57 years has been unharmed by a two-year hiatus. Continue reading...","https://www.theguardian.com/music/2022/aug/02/cambridge-folk-festival-review-billy-bragg-seasick-steve-gypsy-kings-suzanne-vega","77","ENTERTAINMENT"
"86","Aitch: Close to Home review | Alexis Petridis's album of the week","1660820444000","(Capitol)Referencing the Stone Roses and featuring Shaun Ryder, the Manchester rapper’s debut album stops short of a second coming – but it pushes his musical boundaries and subverts traditional hip-hop narrativesAt the time of writing, the face of Harrison Armstrong – better known as Aitch – stares down from bus shelters around Britain advertising Lynx deodorant. You can snigger at this development if you like – it’s hardly Jay-Z endorsing luxury Swiss watches – but it’s worth noting that not every multi-platinum US rapper deals exclusively in high-end products: as well as promoting Balenciaga, Megan Thee Stallion recently recorded a track shilling Cheetos, the American equivalent of becoming the glamorous face of Wotsits. Moreover, it tells you something about the spread of UK rap and the position Armstrong currently occupies in British youth culture: there was a time, before Skepta and Stormzy, when a rapper with a Mancunian accent would have got no further than a tiny local label. Today, if you want to reach a big market of odiferous adolescent boys, Aitch, with a string of Top 10 hits to his name – five of them platinum sellers – is very much your guy.A man who last year did a photoshoot in the former headquarters of Factory Records, Aitch has described his debut album Close to Home as “100,000% a proper Manchester album”. A rumoured collaboration with Liam Gallagher is nowhere to be seen, but Shaun Ryder’s voice booms out between tracks (as does that of Aitch’s dad, calling him “a knobhead” for failing to provide receipts for his expenses). His song 1989 samples the Stone Roses’ Fools Gold and pays homage to Madchester’s annus mirabilis in its title, if not its lyrics. The special edition vinyl cover is by Matt Carroll of Central Station Design, the company best known for designing the Happy Mondays’ album sleeves, who has been quick to place Aitch in a lineage of “great wordsmiths from Manchester’s past” – including not just Ryder, but John Cooper Clarke. Those comparisons are pushing it a bit. (And perhaps not helped by his team accidentally destroying a beloved local Ian Curtis mural.) You could just about make a case for a similarity between Aitch’s nasal delivery and that of Cooper Clarke, though there’s none of Ryder’s drugged-out surrealism about his lyrical approach. But Aitch’s lyrics are definitely at their most striking when they abandon the standard-issue stuff about trapping in the bandos to root themselves in his home town, whether hymning family ties on R Kid or mistily recalling a youth spent “smoking in the alley and buying singles from a shabby gaff”. “Back then I had to Rusholme if you grew up in Moston,” he recalls in a neat bit of wordplay on Money Habits. Continue reading...","https://www.theguardian.com/music/2022/aug/18/aitch-close-to-home-review-100000-manc-album-not-just-for-the-lynx-lads","78","ENTERTAINMENT"
"87","The Mountain Goats: Bleed Out review – a concept album that leads with bloody revenge","1660894209000","(Merge)Shot through with pop-culture references, this 21st album from the indie rockers is brilliantly executed but offers limited emotional depthOne might think of John Darnielle as a more emotionally and musically forgiving counterpart to Mark E Smith: determinedly following his own prolific path, and if it’s him and your granny on bongos, it’s still the Mountain Goats. On his 21st official album he’s in the concept game again. Previous records have been inspired by role-playing games and an adolescence of listening to goth bands; now Bleed Out takes its lead from the bloody revenges exacted by the protagonists of action movies, set to indie rock that veers from folky to near metal in Wage Wars Get Rich Die Handsome.It’s not a novelty record – Darnielle has said he is fascinated by the fact that revenge seems so appealing precisely because it’s unavailable to those who don’t live in action movies – but it’s shot through with pop-culture references, and images that are familiar to anyone who watches movies in which gun-toting men pursue their nemeses. Training Montage’s title is utterly on the nose: it describes the set-up everyone has seen a thousand times. Cliches are nailed throughout the album, down to men who “have loosely gathered / To stand in doorways / Making small talk / About the weather”, in Guys on Every Corner. Continue reading...","https://www.theguardian.com/music/2022/aug/19/the-mountain-goats-bleed-out-review-a-concept-album-that-leads-with-bloody-revenge","79","ENTERTAINMENT"
"88","Kaitlyn Aurelia Smith: Let’s Turn It Into Sound review | John Lewis's contemporary album of the month","1660896009000","(Ghostly International)While tracks frequently change tempo, key and mood, and discordant elements overlap, occasionally the cacophony sounds sublimeThere’s often a whiff of joss sticks surrounding the music of Los Angeles-based composer Kaitlyn Aurelia Smith. In the past she has made an LP of drones for yoga and meditation, a new age album that was premiered on the Calm app, and she’s even written a pocketbook called Listening (complete with cards featuring “listening exercises”).But Smith is also a leading figure in modular synthesis. She studied composition and sound engineering at Berklee College of Music, falling under the spell of Steve Reich, and later acquired an enormous Buchla synthesiser, using it to make several solo albums of burbling electronica. She has also made a synth-pop concept album about the life cycle, recorded a duet with her mentor Suzanne Ciani and another collaboration with Hollywood composer Emile Mosseri. Continue reading...","https://www.theguardian.com/music/2022/aug/19/kaitlyn-aurelia-smith-lets-turn-it-into-sound-review-glistening-arpeggios-and-heavenly-vocals","80","ENTERTAINMENT"
"89","The Chats: Get Fucked review – Brisbane’s reprobate punks trade novelty for longevity","1660939221000","They may never recapture the naive charm of their viral debut – but the playing is tighter, the music tougher, and the songs still crackle with energyGet our weekend culture and lifestyle emailLet’s start with the title. The Chats don’t care what you think, and even less (I hope) what the Guardian thinks. This band did not care what Karl Stefanovic thought when they ran around the set of the Today show. And nor should they, as a reprobate punk band from Pig City, AKA Brisbane (via the Sunshine Coast).That said, there are some signs of growing pains on Get Fucked, the follow-up to 2020’s High Risk Behaviour. In some ways, this album is to the Chats what Leave Home was to Ramones: it’s tighter, with better playing and a tougher sound, but lacks some of the naive charm that made their debut so endearing. They have also lost guitarist Josh Price, and he takes a little of the Chats’ humour with him. Continue reading...","https://www.theguardian.com/music/2022/aug/20/the-chats-get-fucked-review-brisbanes-reprobate-punks-trade-novelty-for-longevity","81","ENTERTAINMENT"
"90","Watkins Family Hour: Vol II review – a great night out with ringside seats","1661007643000","(Family Hour)US siblings Sara and Sean Watkins are joined by Fiona Apple, Jackson Browne and more on another set of old classics and new favourites in Nashville formIt takes a special chemistry for any residency to endure for 20 years. As much shines through this celebration of the monthly get-together hosted by the sibling duo Sara and Sean Watkins at LA’s Largo nightspot. As co-founders of the hugely successful (and innovative) bluegrass band Nickel Creek, since 2002 the Watkinses have attracted a stellar roster of friends and fellow travellers to revive yesteryear classics and garb new favourites in Nashville clothing.So it goes with this second studio gathering (the first was in 2015), which opens with The Way I Feel Inside, a 1965 song by Brit moptops the Zombies, recast with the help of New York indie outfit Lucius. More radical is the way (Remember Me) I’m the One Who Loves You, a chunk of loungecore schlock by Dean Martin, becomes a honky-tonk hoedown voiced by Fiona Apple. The late country pioneer Ernest Tubb is hauled into an R&amp;B version of Thanks a Lot by “Largo mascot” Jon Brion, while Willie Watson and Jackson Browne are among other notable contributors. Underpinning everything are the Watkinses themselves, especially the agile vocals of Sara, who outshines California art rockers Tune-Yards on a cover of their Hypnotized. But it’s not a competition, just a great night out with a ringside seat.  Continue reading...","https://www.theguardian.com/music/2022/aug/20/watkins-family-hour-vol-ii-review-a-great-night-out-with-ringside-seats","82","ENTERTAINMENT"
"91","Aitch: Close to Home review – staking his claim to the mainstream","1661083208000","(EMI)The sugar rushes are tempered by vulnerable, darker notes on the Manchester rapper’s hotly anticipated debutThe 22-year-old Manchester rapper Harrison Armstrong, AKA Aitch, has had a meteoric rise. His breakout, tongue-twisting 2018 track Straight Rhymez brought him to the attention of Stormzy, and singles Taste (Make It Shake) and Rain both reached the UK Top 10. Fresh-faced, with a cheeky grin, Armstrong gave voice to teen innuendoes while toting the gold chains of success.His debut album has been much anticipated. Boasting features from Ed Sheeran and AJ Tracey, these 16 tracks are Armstrong staking his claim to the mainstream. The results are largely predictable: singles 1989 and Baby interpolate samples from Ashanti’s 2003 hit Rock Wit U and Stone Roses anthem Fools Gold, with Armstrong’s verses as embellishment. Original production In Disguise plays like a pastiche of the Streets. Continue reading...","https://www.theguardian.com/music/2022/aug/21/aitch-close-to-home-review-staking-his-claim-to-the-mainstream","83","ENTERTAINMENT"
"92","Cass McCombs: Heartmind review – knotty nuance bathed in melodic succour","1661068803000","(Anti-)The turbulent, everyday lives of others populate the California singer-songwriter’s masterly new albumWhose emotions are these, anyway? Cass McCombs’s 10th album is an easy, rolling record that grapples with inner complexity, telling stories about musicians and soldiers, lovers and seekers. Even as this seasoned US singer-songwriter butts up against philosophical quandaries or quotes from Sufism, he never loses track of the everyday. When he isn’t making singular records, McCombs has worked in demolition and crashed on couches; his is a landscape of fast-food restaurants and karaoke machines, where vans break down, people make mistakes and die too soon.A gentle, psychedelic wash glazes this set of songs whose musical erudition is worn lightly. The album’s opener, Music Is Blue, is a masterclass in how to wring effortless prettiness out of progressive time signatures and jazz drums. The lovely Karaoke is a lovelorn Teenage Fanclub shuffle that wonders whether we all just perform secondhand emotions, where McCombs questions a relationship quoting everything from Unchained Melody to Stand By Your Man. The exceptional Unproud Warrior, by contrast, spins the tale of a soldier returned from war, living with the consequences of choices he has made; the question of his culpability is greyed out magnificently. Continue reading...","https://www.theguardian.com/music/2022/aug/21/cass-mccombs-heartmind-review-knotty-nuance-bathed-in-melodic-succour","84","ENTERTAINMENT"
"93","Demi Lovato: Holy Fvck review – finally having fun","1661090410000","(Island)The US singer-songwriter shifts tack from last year’s trauma-led Dancing With the Devil, tapping into the pop-punk of her youthful debut“Am I the only one looking for substance?” sings Demi Lovato on her new single – to which the answer is, obviously, no. But her search for “substance” takes on a sharply different tone given that Lovato recovered from a near-fatal overdose in 2018, preceded by addiction, an eating disorder and being raped as a teenager. The experiences were chronicled in 2021’s Dancing With the Devil album and documentary – although the music stuck to an oddly tasteful pop palette. Holy Fvck signals a genuine shift. In the past year, Lovato has come out as non-binary, launched a sex toy and gone UFO-hunting in the desert; in short, it sounds like she’s finally having fun. The album harks back to the pop-punk sounds of her 2008 debut, Don’t Forget, with Skin of My Teeth pitched somewhere between McFly and Foo Fighters. But there are some thrillingly dark moments too, as on Eat Me (ft Royal &amp; the Serpent), with its industrial grind, tempo shifts and raging yelps, and the pleasingly lusty Bones. Holy Fvck has its flaws – Lovato’s powerful voice is unnecessarily finessed and Auto-Tuned, and 16 tracks is too long. But its gutsy ambition is a thing of substance in and of itself.  Continue reading...","https://www.theguardian.com/music/2022/aug/21/demi-lovato-holy-fvck-review-finally-having-fun","85","ENTERTAINMENT"
"94","Darius Campbell Danesh: an alluring mix of naivety, panache and genuine talent","1660723270000","His journey from tryer to survivor to established success story is unlike anything else seen in TV talent show historyIn the embryonic days of UK TV talent shows, Darius Campbell Danesh – whose death at the age of 41 was announced on Tuesday – did two genuinely revolutionary things. Firstly, he succeeded in making a song his own – the holy grail of TV talent shows – via his gloriously OTT rendition of Britney Spears’ Baby One More Time on Popstars in 2001. Dressed somewhere between a roll-necked Steve Jobs and a swashbuckling musketeer, he became the instant star of a show that spectacularly failed in its remit to create stars.For his second trick, he re-emerged later that year looking like a matinee idol and singing like Elvis to finish third on Pop Idol and later land himself a UK No 1 single with Colourblind. Reality TV is all about narratives and often they can build up around people and solidify like cement; somehow, via an alluring mix of naivety, panache and genuine talent, Darius was able to rewrite his. Continue reading...","https://www.theguardian.com/music/2022/aug/17/darius-campbell-danesh-an-alluring-mix-of-naivety-panache-and-genuine-talent","86","ENTERTAINMENT"
"95","Svika Pick, Israel’s ‘king of pop’, dies aged 72","1660526727000","Songwriter behind hits including 1998 Eurovision winner, and Quentin Tarantino’s father-in-law, dies at homeSvika Pick, a prolific songwriter and musician who was known as Israel’s “king of pop” and by the moniker the Maestro, has died at the age of 72.He died on Sunday in his home. The cause of death is yet to be announced.  Continue reading...","https://www.theguardian.com/music/2022/aug/15/svika-pick-israels-king-of-pop-dies-aged-72","87","ENTERTAINMENT"
"96","Olivia Newton-John was a trailblazer in the art of pop reinvention","1660060234000","After breaking out as a country star, she rode the changing moods of pop, through rock, electronic and, of course, the film musical – pre-empting the visual album along the wayOlivia Newton-John, star of Grease, dies aged 73A life and career in picturesTributes flow after Australian star’s deathThere’s a limited idea that Olivia Newton-John’s career, whether in cinema or pop, ran solely from “virginal girl-next-door” to “spandex-clad vixen”, as one rather snotty obituary put it. While that transformation may apply to her most famous role as Sandy in the musical Grease, it does a disservice to how ably – and convincingly – the chameleonic British-Australian musician shape-shifted between genres and rode the changing moods of pop to become one of the biggest hit-makers of her era and an enduring cult icon.Newton-John broke out at the beginning of the 1970s as a country-pop singer, with single If Not For You, a Bob Dylan cover, becoming an unexpected hit in North America. She cemented her reputation in the genre with the assertive, Grammy-winning Let Me Be There, her first US Top 10 hit, the ballad I Honestly Love You and the plaintive Please Mr Please, which reached No 3 in the US pop charts, No 5 in its country charts and No 1 in easy listening. By 1974, she had been named female vocalist of the year by the Country Music Association, and not without controversy – Newton-John beat Nashville royalty such as Loretta Lynn and Dolly Parton to the prize, which prompted an industry protest. Continue reading...","https://www.theguardian.com/film/2022/aug/09/olivia-newton-john-was-a-trailblazer-in-the-art-of-pop-reinvention","88","ENTERTAINMENT"
"97","The Pogues’ bassist Darryl Hunt dies aged 72","1660069224000","Band frontman Shane MacGowan pays tribute to ‘nice guy and great friend’ who died in London on MondayThe Pogues’ bass player Darryl Hunt has died aged 72.The punk group said on Twitter they were “saddened beyond words” to share that Hunt had died on Monday afternoon in London. Continue reading...","https://www.theguardian.com/music/2022/aug/09/the-pogues-bassist-darryl-hunt-dies-aged-72","89","ENTERTAINMENT"
"98","Bryan Ferry: ‘I did a lot of whistling on my paper round as a lad’","1651154407000","The Roxy Music star answers your questions on his favourite Newcastle boozers, the influential mentors who shaped his thinking, and the temptation to overproduce everythingFifty years down the line, what does Roxy Music mean to you? JungtheforemanA lot. Roxy Music were the first 10 years of my career, so it’s a huge part of my life. Some of my best work was done on those albums and I was lucky to be part of such a unique group. Andy Mackay had a classical background, Brian Eno electronic music, Phil Manzanera a guitarist with Latin American roots, Paul Thompson a great drummer, and Graham Simpson [bass] was a jazz aficionado. They all brought something special and there was a great sense of camaraderie – you get very close to people, making music – and lots of laughs. Continue reading...","https://www.theguardian.com/culture/2022/apr/28/bryan-ferry-i-did-a-lot-of-whistling-on-my-paper-round-as-a-lad","90","ENTERTAINMENT"
"99","Sign up for the Sleeve Notes email: music news, bold reviews and unexpected extras","1488811767000","Continue reading...","https://www.theguardian.com/info/ng-interactive/2017/mar/06/sign-up-for-the-sleeve-notes-email","91","ENTERTAINMENT"
"100","John Farnham recovering after part of jaw removed in mouth cancer surgery","1661308696000","Australian hitmaker is in a stable condition after 12-hour surgery, family saysFollow our Australia news live blog for the latest updatesGet our free news app, morning email briefing or daily news podcastThe Australian singer John Farnham is recovering in hospital after almost 12 hours of surgery to remove a cancerous growth from his mouth.The 73-year-old reportedly had part of his jaw removed followed by reconstructive surgery after having the tumour removed. Continue reading...","https://www.theguardian.com/music/2022/aug/24/john-farnham-had-mouth-cancer-removed-in-surgery-singers-family-reveals","92","ENTERTAINMENT"
"101","Pioneering female DJs deserve recognition for their contribution to club culture | Letter","1661262008000","Laila Mckenzie on the continuing fight to honour the major part that women have played the dance music industryYour article discussing the place of female DJs in dance music history books (‘There are still battles to be had, but it’s incredible’: the female DJs finally getting their dues, 21 July) included a quote: “In terms of the pioneers, it’s all men, and we can’t escape that.” With fellow author Ian “Snowy” Snowball, I wrote Lady of the House, a book published last November which strongly rebuts that claim. Crowdfunded by our dance music community and industry, this self-published book features 150 real-life stories of pivotal women from all walks of the scene, including many DJs, who are true pioneers. It was because of their input that we have the culture we have today. Women weren’t being documented truthfully for their contributions. Lady of the House is advocating to ensure women who work in dance music get the recognition they deserve, stepping up into a broader initiative, which is well respected for celebrating, championing and honouring women in dance music, and which has included the creation of an exhibition, participation in global conferences, club shows and festivals, and the recent launch of a record label. As a brown woman from a low socio-economic background who has worked in dance music for 20 years, I often wonder what people like me have to do to be acknowledged. Regardless of receiving that recognition or not, we will continue at the front and centre in the push for fair representation.Laila MckenzieCo-author, Lady of the House Continue reading...","https://www.theguardian.com/music/2022/aug/23/pioneering-female-djs-deserve-recognition-for-their-contribution-to-club-culture","93","ENTERTAINMENT"
"102","Green Man festival review – the absurd, the wonderful and the otherworldly","1661178510000","Glanusk Estate, Brecon BeaconsFrom the magisterial glam rock of Yves Tumor to the comedy surf-pop of Melin Melyn, Green Man froths with positivity and subversionThe tapestry of Green Man is woven from a reverence for the past and the promise of a future that, for one August weekend, feels thrillingly attainable. Nestled in the natural amphitheatre of a Welsh mountain valley, for two decades the festival has offered a suspension of reality that its annually returning devotees can only describe as “magic”. Where else can you find refuge from a festival’s never-ending spectacles to hold a chicken?In these intervening years, Green Man has fostered a certain intimacy with its audience, meaning the 25,000 tickets for its 20th-anniversary weekender sold out within three days despite the only confirmed headliner being Mercury-prize winner Michael Kiwanuka. But Green Man dares to roll the dice while remaining deserving of this blind faith. Though it remains loosely anchored to its folk-indebted beginnings, it also welcomes the absurd, the wonderful and the otherworldly. Continue reading...","https://www.theguardian.com/music/2022/aug/22/green-man-festival-review-the-absurd-the-wonderful-and-the-otherworldly","94","ENTERTAINMENT"
"103","Aitch on his rise to fame: 'I've still got goals to achieve'","1661297312000","Manchester's poster boy looks back dizzying rise to fame, as he eyes his first ever number one album.","https://www.bbc.co.uk/news/entertainment-arts-62632343?at_medium=RSS&at_campaign=KARANGA","95","ENTERTAINMENT"
"104","Nicki Minaj equals Lauryn Hill chart record","1661251737000","Minaj is the first solo female rapper to have a single enter the charts at number one since 1998.","https://www.bbc.co.uk/news/entertainment-arts-62644326?at_medium=RSS&at_campaign=KARANGA","96","ENTERTAINMENT"
"105","John Farnham: Australian singer has surgery after cancer diagnosis","1661251519000","Known for 1986's You're The Voice, he is one of Australia's most successful and beloved pop stars.","https://www.bbc.co.uk/news/entertainment-arts-62643803?at_medium=RSS&at_campaign=KARANGA","97","ENTERTAINMENT"
"106","Crickets drummer Jerry Allison dies aged 82","1661247984000","The percussionist, who co-wrote Peggy Suewith Buddy Holly, helped popularise rock and roll.","https://www.bbc.co.uk/news/entertainment-arts-62644319?at_medium=RSS&at_campaign=KARANGA","98","ENTERTAINMENT"
"107","Tom Parker: The Wanted singer up for posthumous National Television Award","1661243731000","The late Tom Parker's documentary about his brain tumour is among the nominated shows.","https://www.bbc.co.uk/news/entertainment-arts-62643802?at_medium=RSS&at_campaign=KARANGA","99","ENTERTAINMENT"
"108","Fetty Wap: Rapper faces jail time after admitting drugs charge","1661249607000","The Trap Queen rapper admits to being part of a US-based ring that trafficked drugs between states.","https://www.bbc.co.uk/news/newsbeat-62645359?at_medium=RSS&at_campaign=KARANGA","100","ENTERTAINMENT"
"109","Ipswich Town reveal Ed Sheeran-designed third kit","1661274514000","The signer says he wanted the black shirt to be ""a cool bit of clothing"".","https://www.bbc.co.uk/news/uk-england-suffolk-62652661?at_medium=RSS&at_campaign=KARANGA","101","ENTERTAINMENT"
"110","Love Island: Laura Whitmore steps down as host of ITV2 show","1661208701000","She has fronted the hit ITV2 show for three series following the death of presenter Caroline Flack.","https://www.bbc.co.uk/news/entertainment-arts-62640396?at_medium=RSS&at_campaign=KARANGA","102","ENTERTAINMENT"
"111","Not so Despicable: China changes ending of Minions movie","1661238723000","The movie is meant to be the backstory of a villain but China's latest alteration has changed this.","https://www.bbc.co.uk/news/world-asia-china-62642640?at_medium=RSS&at_campaign=KARANGA","103","ENTERTAINMENT"
"112","Demi Lovato is back, and this time she's angry","1661036448000","""I'm owning my truths,"" says the star, whose new album takes aim at the press and the music business.","https://www.bbc.co.uk/news/entertainment-arts-62603941?at_medium=RSS&at_campaign=KARANGA","104","ENTERTAINMENT"
"113","Edinburgh Fringe: The viral comedy stars leaping from TikTok to the stage","1660952086000","Comics who have found viral fame talk about making the leap into real-life performance at Edinburgh.","https://www.bbc.co.uk/news/entertainment-arts-62573535?at_medium=RSS&at_campaign=KARANGA","105","ENTERTAINMENT"
"114","Is Game of Thrones prequel 'a smashing success' or 'surprisingly bloodless'?","1660907319000","Reviews are split on whether House of the Dragon is ""a smashing success"" or ""surprisingly bloodless"".","https://www.bbc.co.uk/news/entertainment-arts-62603029?at_medium=RSS&at_campaign=KARANGA","106","ENTERTAINMENT"
"115","Should parents take their babies to a comedy show?","1660887065000","Comedian Matt Forde says a crying infant ""derailed"" his performance at the Edinburgh Fringe.","https://www.bbc.co.uk/news/uk-scotland-62576991?at_medium=RSS&at_campaign=KARANGA","107","ENTERTAINMENT"
"116","Better Call Saul: Critics hail 'masterful' finale","1660749326000","The sixth and final season of Netflix's Breaking Bad spin-off came to an end on Tuesday.","https://www.bbc.co.uk/news/entertainment-arts-62574267?at_medium=RSS&at_campaign=KARANGA","108","ENTERTAINMENT"
"117","What Hollywood is doing with props to cut waste","1660866140000","From recycling props to melting down materials, the film industry is making efforts to be less wasteful.","https://www.bbc.co.uk/news/business-62048067?at_medium=RSS&at_campaign=KARANGA","109","ENTERTAINMENT"
"118","Darius: The singer who turned down Simon Cowell and still got to No1","1660750773000","The Pop Idol star, who went on to have a series of chart and West End hits, died at the age of 41.","https://www.bbc.co.uk/news/uk-scotland-62576112?at_medium=RSS&at_campaign=KARANGA","110","ENTERTAINMENT"
"119","The Scots Guards perform Eurovision 'Stefania' tribute for Ukraine's Independence Day","1661295704000","The band play the Kalush Orchestra's Stefania - the 2022 winning song - on behalf of the UK Armed Forces.","https://www.bbc.co.uk/news/uk-62653710?at_medium=RSS&at_campaign=KARANGA","111","ENTERTAINMENT"
"120","Front line frontmen: Antytila, the rock band fighting Russia","1661295688000","Members of one of Ukraine’s top rock bands, Antytila, are among thousands of civilians fighting against Russia.","https://www.bbc.co.uk/news/world-europe-62636408?at_medium=RSS&at_campaign=KARANGA","112","ENTERTAINMENT"
"121","Wrexham AFC: Ryan Reynolds and Rob McElhenney document first season","1661122863000","Ryan Reynolds and Rob McElhenney star in a documentary about their first season as football club owners","https://www.bbc.co.uk/news/newsbeat-62609588?at_medium=RSS&at_campaign=KARANGA","113","ENTERTAINMENT"
"122","Mulan star Ming-Na Wen on how diversity is almost the norm","1661184673000","Ming-Na Wen, the voice of Disney’s 1998 Mulan, on growing up as an Asian American and typecasting.","https://www.bbc.co.uk/news/entertainment-arts-62638919?at_medium=RSS&at_campaign=KARANGA","114","ENTERTAINMENT"
"123","Inside Amapiano, the new sound of South Africa","1661036647000","In Zulu, Amapiano literally means “the pianos” and it's a blend of house, kwaito, jazz, and lounge music.","https://www.bbc.co.uk/news/world-africa-62552242?at_medium=RSS&at_campaign=KARANGA","115","ENTERTAINMENT"
"124","DJ Archie, aged seven, has hopes of playing Glastonbury","1660977048000","He became the world's youngest club DJ aged four and has since built a huge social media following.","https://www.bbc.co.uk/news/uk-england-essex-62605367?at_medium=RSS&at_campaign=KARANGA","116","ENTERTAINMENT"
"125","Sorry Karan Johar, But Shahid Kapoor Only Wants ""Koffee With Kiara""","1661317654000","Shahid Kapoor has shared an image with his Kabir Singh co-star Kiara Advani","https://www.ndtv.com/entertainment/sorry-karan-johar-but-shahid-kapoor-only-wants-koffee-with-kiara-3281106","117","ENTERTAINMENT"
"126","Koffee With Karan 7: Kiara Advani felt like slapping Shahid Kapoor for making her wait 8 hours on Kabir Singh set","1661322715000","In the upcoming episode of Koffee With Karan, Karan Johar will be seen siding with Kiara Advani who complained about being made to wait for Shahid Kapoor for 8 hours on sets of Kabir Singh.","https://www.hindustantimes.com/entertainment/web-series/kiara-advani-felt-like-slapping-shahid-kapoor-on-kabir-singh-set-for-this-reason-101661316896208.html","117","ENTERTAINMENT"
"127","""Every Cell Exploded"": Karan Singh Grover On Bipasha's Pregnancy","1661316672000","Karan Singh Grover expressed his feelings in a long note on Instagram","https://www.ndtv.com/entertainment/karan-singh-grovers-reaction-to-wife-bipasha-basus-pregnancy-every-cell-exploded-with-joy-3281178","118","ENTERTAINMENT"
"128","""Miss You..."": Priyanka Chopra Shares Blast From Past With Dad Ashok","1661315424000","""Happy birthday dad,"" wrote Priyanka Chopra","https://www.ndtv.com/entertainment/priyanka-chopra-shares-blast-from-past-with-dad-ashok-miss-you-every-day-3281117","119","ENTERTAINMENT"
"129","How co-star Gal Gadot Reacted To Alia's Pregnancy","1661258620000","Gal Gadot's husband Jaron Varsona called Alia's pregnancy ""a good omen""","https://www.ndtv.com/entertainment/when-alia-bhatt-told-co-star-gal-gadot-about-pregnancy-she-had-a-lovely-reaction-3279462","120","ENTERTAINMENT"
"130","Fabulous Lives Of Bollywood Wives: Maheep Is Back With Her Binoculars","1661255888000","The new teaser has the Bollywood wives watching a wedding from a yacht","https://www.ndtv.com/entertainment/watch-the-bollywood-wives-are-back-and-so-is-maheep-kapoor-s-famous-binoculars-3278958","121","ENTERTAINMENT"
"131","On KK's Birthday, Jyothy, Taamara Remember Late Singer In Emotional Posts","1661254860000","""Happy birthday dad, gonna miss wishing you 500 times today,"" wrote KK's daughter Taamara","https://www.ndtv.com/entertainment/on-kks-birthday-wife-jyothy-and-daughter-taamara-remember-late-singer-in-emotional-posts-3279175","122","ENTERTAINMENT"
"132","Zayed Khan's Birthday Wish For Wife Malaika Is This Family Photo","1661254368000","Zayed Khan also shared a set of family pictures on Instagram","https://www.ndtv.com/entertainment/zayed-khan-has-the-sweetest-birthday-note-for-darling-wife-malaika-3278656","123","ENTERTAINMENT"
"133","What Vijay Deverakonda Hates About Ananya Panday","1661252916000","Vijay revealed that Ananya has a terrible taste in coffee","https://www.ndtv.com/entertainment/check-what-vijay-deverakonda-and-ananya-panday-hate-about-each-other-3277455","124","ENTERTAINMENT"
"134","Chiranjeevi And Son Ram Charan In A ""Two Legends, One Family"" Pic","1661252765000","""To the world's best Dad!!"" wrote Ram Charan","https://www.ndtv.com/entertainment/chiranjeevi-and-son-ram-charan-in-a-two-legends-one-family-pic-3278986","125","ENTERTAINMENT"
"135","Ananya Seeks Blessings At Gurudwara Bangla Sahib Ahead Of Liger Release","1661250190000","Ananya Panday is in Delhi to promote Liger","https://www.ndtv.com/entertainment/ananya-panday-seeks-blessings-at-gurudwara-bangla-sahib-ahead-of-liger-release-3278821","126","ENTERTAINMENT"
"136","""No Room For Fear"": Liger Star Vijay Deverakonda On Calls For Boycott","1661249232000","Liger will release on August 25","https://www.ndtv.com/entertainment/logon-ka-pyaar-hai-kaun-rokenge-dekh-lenge-vijay-deverakonda-on-boycottliger-trend-3277433","127","ENTERTAINMENT"
